url,tr,cl,jn,st,mc,state
http://www.realclearpolitics.com/docs/2016/OCT_Emerson.pdf ,43,45,7,2,0,Ohio
http://www.realclearpolitics.com/docs/2016/FINAL_NC_Marginals.pdf ,43,45,5,0,0,North Carolina
http://www.realclearpolitics.com/docs/2016/Landmark_Poll_Georgia_Statewide_Oct_11-12_2016.pdf ,48,42,4,0,0,Georgia
http://www.bloomberg.com/politics/articles/2016-10-13/pennsylvania-poll ,39,48,6,4,0,Pennsylvania
https://www.uml.edu/Research/public-opinion/polls/default.aspx ,39,45,9,2,0,New Hampshire
http://themissouritimes.com/34543/poll-koster-trump-lead-missouri-lt-gov-close-call/ ,47,42,4,1,0,Missouri
http://www.realclearpolitics.com/docs/2016/FOX_2_Detroit-Mitchell_Poll_of_MI_Press_Clinton_v_Trump_10-12-16_B.pdf ,37,47,7,4,0,Michigan
http://www.monmouth.edu/polling-institute/reports/MonmouthPoll_UT_101316/ ,34,28,9,1,20,Utah
https://law.marquette.edu/poll/category/poll-release/ ,37,44,9,3,0,Wisconsin
http://opinionsavvy.com/wp-content/uploads/2016/10/OS-FL-General-10.12.16.pdf ,44,47,5,1,0,Florida
http://www.monmouth.edu/polling-institute/reports/MonmouthPoll_MO_101216/ ,46,41,5,2,0,Missouri
http://www.detroitnews.com/story/news/politics/2016/10/12/presidential-poll-michigan/91964392/ ,31,42,1,5,0,Michigan
http://mprc.me/research/1016_presidential1.pdf ,36,44,9,3,0,Maine
http://www.deseretnews.com/article/865664606/Poll-Trump-falls-into-tie-with-Clinton-among-Utah-voters.html ,26,26,1,1,22,Utah
http://www.realclearpolitics.com/docs/2016/Zia_Poll_October_12th_2016.pdf ,36,46,1,2,0,New Mexico
https://mgtvwhtm.files.wordpress.com/2016/10/toplines-statewideabc27-oct16.pdf ,40,44,4,2,0,Pennsylvania
http://www.roanoke.edu/about/news/rc_poll_oct_2016_politics ,36,45,7,1,0,Virginia
http://www.highpoint.edu/src/files/2016/10/48memoA.pdf ,42,43,8,0,0,North Carolina
