url,rawpoll_trump,rawpoll_clinton,rawpoll_johnson,rawpoll_mcmullin,state
http://nelpaction.org/wp-content/uploads/2016/08/NHResults1.pdf,40,46,0,0,New Hampshire
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,60,22,8,0,Wyoming
http://www.allianceesapoll.com/new-poll-results.html,43,46,6,0,North Carolina
http://www.allianceesapoll.com/new-poll-results.html,44,41,6,0,Ohio
http://www.allianceesapoll.com/new-poll-results.html,40,48,5,0,Pennsylvania
http://www.reuters.com/statesofthenation/,36.96,42.41,0,0,Minnesota
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,53,32,9,0,Montana
http://www.breitbart.com/big-government/2016/08/31/exclusive-breitbartgravis-arizona-presidential-poll-trump-44-clinton-40-with-johnson-8-stein-1/,44,40,8,0,Arizona
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,57,29,10,0,North Dakota
reuters.com/statesofthenation/,37.43,40.56,0,0,Minnesota
http://www.reuters.com/statesofthenation/,53.55,34.24,0,0,Mississippi
http://www.allianceesapoll.com/new-poll-results.html,44,45,2,0,Florida
https://datastudio.google.com/u/0/,29.45,41.91,4.48,0,New Hampshire
http://www.reuters.com/statesofthenation/,41.92,44.68,0,0,New Mexico
https://www.scribd.com/document/325387759/TargetSmart-William-Mary-Poll-Ohio-Statewide,37,40,8,0,Ohio
http://reuters.com/statesofthenation/,42.42,46.33,0,0,North Carolina
http://media.wix.com/ugd/3bebb2_3a8db9da60ec4ceb961732ea0d849022.pdf,44.8,43.4,7.7,0,North Carolina
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,36,50,8,0,Delaware
https://datastudio.google.com/u/0/,32.76,45.07,4.1,0,Rhode Island
https://datastudio.google.com/u/0/,32.61,36.26,9.2,0,Kansas
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,53,30,13,0,South Dakota
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,5,85,3,0,District of Columbia
https://datastudio.google.com/u/0/,31.95,43.34,3.81,0,Connecticut
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47,36,12,0,Kansas
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,46,33,13,0,Alaska
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,57,27,7,0,West Virginia
http://mprc.me/research/0916_presidential.pdf,44.3,33.2,9.9,0,Maine CD-2
https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,5,87,4,0,District of Columbia
http://www.allianceesapoll.com/new-poll-results.html,41,44,6,0,Pennsylvania
http://www.allianceesapoll.com/new-poll-results.html,41,46,6,0,North Carolina
http://www.allianceesapoll.com/new-poll-results.html,43,42,6,0,Ohio
https://datastudio.google.com/u/0/,28.18,37.21,12.04,0,Delaware
http://polls.saintleo.edu/wp-content/uploads/2016/09/SLU-September-2016-Poll_Complete-Findings.pdf,43.6,49.4,5.7,0,Florida
http://email.connectstrategic.com/t/j-73630F4BD52B12D8,39,40,7,0,Arizona
http://www.reuters.com/statesofthenation/,52.4,37.33,0,0,Arkansas
http://reuters.com/statesofthenation/,37.33,43.78,0,0,Michigan
http://www.politico.com/blogs/swing-states-2016-election/2016/08/poll-clinton-leads-trump-by-9-in-florida-227057,39,48,6,0,Florida
https://datastudio.google.com/u/0/,21.49,48.17,5.53,0,Vermont
http://www.allianceesapoll.com/new-poll-results.html,41,47,4,0,Florida
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,29,52,8,0,Hawaii
http://www.reuters.com/statesofthenation/,33.84,44.71,0,0,Delaware
http://wkrg.com/2016/07/21/trump-wins-alabama-but-some-supporters-may-not-like-him/,57,33,0,0,Alabama
https://datastudio.google.com/u/0/,30.78,40.17,8.71,0,Iowa
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,61,21,9,0,Wyoming
http://mprc.me/research/0916_presidential.pdf,29.8,40.5,12.1,0,Maine CD-1
http://projects.fivethirtyeight.com/polls/20161104_NM_1.pdf,43,46,7,0,New Mexico
reuters.com/statesofthenation/,26.81,56.14,0,0,Massachusetts
http://www.reuters.com/statesofthenation/,51.55,33.5,0,0,Montana
https://datastudio.google.com/u/0/,36.79,33.81,9.4,0,Kentucky
http://media.wix.com/ugd/3bebb2_b53ca6b673c14cdab9d68832bd7e74cb.pdf,47,34,7,0,Missouri
http://www.reuters.com/statesofthenation/,38.7,49.13,0,0,Pennsylvania
http://idahopoliticsweekly.com/politics/1218-Bob%20Bernick,44,23,13,0,Idaho
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47,30,6,0,Idaho
http://media.wix.com/ugd/3bebb2_865ec63b1c494be78da4af7d7834766c.pdf,42.7,45.9,6.9,0,Pennsylvania
reuters.com/statesofthenation/,51.94,38.44,0,0,Kansas
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,24,57,10,0,Vermont
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,38,49,6,0,Rhode Island
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,36,41,17,0,New Mexico
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,50,40,5,0,Mississippi
http://midnightsunak.com/wp-content/uploads/2016/09/Memo-AK-Senator-Murkowski-Aug2016.pdf,39,29,10,0,Alaska
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,56,29,11,0,North Dakota
reuters.com/statesofthenation/,40.11,40.2,0,0,Nevada
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,61,21,10,0,Wyoming
https://datastudio.google.com/u/0/,7.06,65.81,7.31,0,District of Columbia
reuters.com/statesofthenation/,53.17,34.03,0,0,Arkansas
http://www.cbsnews.com/news/donald-trump-narrowly-leads-hillary-clinton-in-iowa/,37,36,6,0,Iowa
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,36,50,7,0,Delaware
reuters.com/statesofthenation/,41.78,44.39,0,0,Iowa
https://datastudio.google.com/u/0/,40.94,30.14,6.97,0,South Carolina
https://datastudio.google.com/u/0/,56.83,22.36,3.12,0,Alabama
https://datastudio.google.com/u/0/,25.47,48.72,6.31,0,Oregon
reuters.com/statesofthenation/,52.56,34,0,0,Louisiana
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,62,22,10,0,Wyoming
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,53,34,9,0,Montana
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,38,48,9,0,New Hampshire
https://datastudio.google.com/u/0/,43.8,27.65,5.45,0,Tennessee
http://www.surveyusa.com/client/PollReport.aspx?g=84afcc98-70ab-4d07-8bfb-258e0d4760bc,47,37,8,0,Missouri
reuters.com/statesofthenation/,52.33,35.68,0,0,Oklahoma
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,62,21,8,0,Wyoming
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,4,88,2,0,District of Columbia
http://www.wmur.com/blob/view/-/41140016/data/1/-/jxy7pq/-/Vox-Populi-Polling-memo.pdf,31,41,11,0,New Hampshire
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,5,87,2,0,District of Columbia
https://datastudio.google.com/u/0/,44.58,27.32,10.11,0,Arkansas
http://www.azcentral.com/story/news/politics/elections/2016/09/07/poll-arizona-toss-up-between-hillary-clinton-donald-trump/89919308/?hootPostID=a6dc2f8a466823e45aebf72da1f6c8dc,36.8,39.9,8.3,0,Arizona
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,38,50,6,0,Delaware
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,31,52,9,0,Hawaii
http://projects.fivethirtyeight.com/polls/20161027_NM.pdf,40,45,9,0,New Mexico
https://datastudio.google.com/u/0/,26,48.15,5.74,0,Maryland
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,52,31,15,0,South Dakota
https://politicalwire.com/2016/08/24/state-poll-roundup-wednesday-3/,43,41,8,0,Florida
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,38,48,6,0,Rhode Island
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,38,50,6,0,Delaware
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,44,43,11,0,Nevada
https://datastudio.google.com/u/0/,44.01,28.25,2.15,0,South Dakota
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,46,35,11,0,Alaska
https://datastudio.google.com/u/0/,38.39,26.63,3.14,0,Idaho
https://datastudio.google.com/u/0/,46.11,27.37,5.66,0,Wyoming
https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,34,53,8,0,Delaware
https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,52,31,12,0,North Dakota
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,62,23,8,0,Wyoming
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,27,62,7,0,Maryland
http://apps.washingtonpost.com/g/page/politics/surveymonkey-15-state-poll/2103/,33,41,18,0,New Mexico
https://datastudio.google.com/u/0/,45.26,26.82,9.31,0,West Virginia
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,57,27,7,0,West Virginia
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,39,47,6,0,Maine
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,37,47,11,0,New Hampshire
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,55,31,9,0,North Dakota
http://opinionsavvy.com/wp-content/uploads/2016/09/OS-GA-General-9.15.16.pdf,46.3,42,10.1,0,Georgia
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,36,41,17,0,New Mexico
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,24,55,9,0,Vermont
http://www.roanoke.edu/about/news/rc_poll_politics_sept2016,37,44,8,0,Virginia
https://datastudio.google.com/u/0/,24.09,50.28,5.97,0,Massachusetts
http://apps.washingtonpost.com/g/page/politics/surveymonkey-15-state-poll/2103/,36,47,10,0,New Hampshire
http://apps.washingtonpost.com/g/page/politics/washington-post-virginia-poll-aug-11-14-2016/2076/,39,46,9,0,Virginia
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,49,40,5,0,Mississippi
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,36,49,8,0,Rhode Island
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,36,51,7,0,Maine
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,4,88,3,0,District of Columbia
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,55,34,6,0,Arkansas
https://datastudio.google.com/u/0/,26.21,40.48,6.6,0,Colorado
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,46,43,6,0,South Carolina
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,30,51,8,0,Hawaii
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,51,34,12,0,Montana
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,52,36,6,0,Arkansas
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,49,30,6,0,Idaho
https://datastudio.google.com/u/0/,35.81,36.7,5.29,0,Nevada
http://www.ktnv.com/news/ralston/poll-presidential-senate-races-in-nevada-are-dead-heats,41.6,43.8,4.8,0,Nevada
https://www.scribd.com/document/322977191/CBS-News-Battleground-Tracker-Pennsylvania-September-4,37,45,6,0,Pennsylvania
https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,37,49,7,0,Rhode Island
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,32,51,7,0,Hawaii
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,52,34,8,0,Nebraska
https://datastudio.google.com/u/0/,40.4,34.06,5.31,0,Georgia
http://www.reuters.com/statesofthenation/,52.76,37.62,0,0,Kansas
https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,51,35,9,0,Montana
http://www.reuters.com/statesofthenation/,60.28,29.68,0,0,Oklahoma
http://www.newsmax.com/Politics/clinton-trump-quinnipiac-new-york/2016/07/19/id/739311/,33,45,6,0,New York
http://midnightsunak.com/2016/10/16/midnight-sun-exclusive-new-poll-shows-trump-clinton-tied-alaska/,38,30,11,0,Alaska
http://www.cbsnews.com/news/poll-hillary-clinton-up-florida-new-hampshire-extends-lead-electoral-map/,36,45,5,0,New Hampshire
https://datastudio.google.com/u/0/,37.9,27.46,16.91,0,North Dakota
http://www.nbcnews.com/politics/first-read/polls-clinton-ahead-trump-midwest-battlegrounds-n626541,35,39,12,0,Ohio
https://www.documentcloud.org/documents/3013245-Elway-Poll-Governor-President-081516.html,24,45,0,0,Washington
http://www.nbcnews.com/politics/first-read/polls-clinton-ahead-trump-midwest-battlegrounds-n626541,36,45,9,0,Pennsylvania
https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,46,31,16,0,Alaska
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,36,49,7,0,Rhode Island
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,26,54,8,0,Vermont
http://www.reuters.com/statesofthenation/,53.2,35.83,0,0,Louisiana
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,35,40,18,0,New Mexico
https://datastudio.google.com/u/0/,35.6,39.71,6.8,0,Arizona
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,54,32,10,0,North Dakota
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,52,38,4,0,Louisiana
http://www.reuters.com/statesofthenation/,27.64,57.33,0,0,Illinois
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,53,31,12,0,North Dakota
http://www.reuters.com/statesofthenation/,44.16,45.04,0,0,Iowa
https://datastudio.google.com/u/0/,29.88,36.63,8.21,0,Minnesota
http://www.reuters.com/statesofthenation/,41.66,47.22,0,0,Nevada
https://datastudio.google.com/u/0/,38.71,31.74,6.66,0,Nebraska
reuters.com/statesofthenation/,55.79,36.53,0,0,West Virginia
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,38,51,6,0,Delaware
https://datastudio.google.com/u/0/,26.18,40.02,13.27,0,New Mexico
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,50,34,12,0,Montana
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48,40,6,0,Mississippi
https://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2376,41,37,14,0,Ohio
https://datastudio.google.com/u/0/,41.34,27.45,11.55,0,Oklahoma
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,37,47,11,0,New Hampshire
http://reuters.com/statesofthenation/,41.91,46.13,0,0,Pennsylvania
http://www.reuters.com/statesofthenation/,42.29,44.24,0,0,Michigan
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,34,42,18,0,New Mexico
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47,35,12,0,Alaska
http://www.13newsnow.com/news/politics/elections/poll-clinton-leads-trump-in-virginia/326147993,33,39,15,0,Virginia
http://www.reuters.com/statesofthenation/,48.14,37.03,0,0,Missouri
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48,36,10,0,Kansas
https://datastudio.google.com/u/0/,45.01,31.1,3.97,0,Mississippi
https://datastudio.google.com/u/0/,28.98,45.25,6.55,0,Washington
https://datastudio.google.com/u/0/,51.95,25.88,8.11,0,Louisiana
http://www.publicpolicypolling.com/pdf/2015/PPP_Release_FL_90716.pdf,44,43,5,0,Florida
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,53,29,14,0,South Dakota
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,43,42,10,0,Nevada
http://www.reuters.com/statesofthenation/,53.24,36.17,0,0,Indiana
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,39,48,6,0,Maine
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,54,36,6,0,Alabama
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,4,87,4,0,District of Columbia
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,49,36,11,0,Montana
https://datastudio.google.com/u/0/,36.54,34.99,8.85,0,Missouri
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,25,53,10,0,Vermont
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,28,61,6,0,Maryland
http://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2373,33,41,16,0,Colorado
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,38,46,10,0,Minnesota
https://datastudio.google.com/u/0/,33.95,34.08,7.47,0,Indiana
https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,33,49,8,0,Hawaii
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,34,44,17,0,New Mexico
http://www.reuters.com/statesofthenation/,28.62,53.03,0,0,Maryland
http://www.reuters.com/statesofthenation/,44.35,34.69,0,0,Tennessee
http://www.fox2detroit.com/news/local-news/214932733-story,43,50,4,0,Michigan
https://datastudio.google.com/u/0/,31.39,43.11,7.69,0,Virginia
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,36,49,8,0,Rhode Island
http://www.breitbart.com/2016-presidential-race/2016/10/07/breitbartgravis-poll-clinton-and-trump-tied-in-florida-rubio-leads-murphy-in-senate-contest/,45,47,2,0,Florida
https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,24,53,10,0,Vermont
http://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2373,39,41,12,0,Iowa
http://www.reuters.com/statesofthenation/,42.36,46.14,0,0,Washington
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,57,31,10,0,Oklahoma
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,59,27,5,0,West Virginia
reuters.com/statesofthenation/,51.84,33.21,0,0,Mississippi
http://www.qu.edu/news-and-events/quinnipiac-university-poll/2016-presidential-swing-state-polls/release-detail?ReleaseID=2373,34,45,11,0,Virginia
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,29,55,7,0,Massachusetts
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,31,52,7,0,Hawaii
http://www.reuters.com/statesofthenation/,48.41,43.25,0,0,Georgia
reuters.com/statesofthenation/,49.98,35.45,0,0,Nebraska
http://www.reuters.com/statesofthenation/,48.61,46.81,0,0,North Carolina
http://www.reuters.com/statesofthenation/,41.24,45.01,0,0,Colorado
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,54,36,6,0,Kentucky
http://www.reuters.com/statesofthenation/,50.29,37.87,0,0,Kansas
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,39,49,8,0,Virginia
https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,53,32,11,0,South Dakota
http://www.reuters.com/statesofthenation/,39.83,50.68,0,0,Illinois
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,55,34,6,0,Arkansas
https://datastudio.google.com/u/0/,34.88,38.19,5.86,0,Montana
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,34,30,6,0,25Utah
https://datastudio.google.com/u/0/,32.42,38.94,6.06,0,Michigan
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,49,30,5,0,Idaho
http://media.beta.wsbtv.com/document_dev/2016/09/23/prespoll923_6148208_ver1.0.pdf,46.5,42.9,5.7,0,Georgia
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,55,32,11,0,North Dakota
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,53,32,9,0,Nebraska
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,33,30,7,0,27Utah
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,37,51,7,0,Connecticut
https://datastudio.google.com/u/0/,27.01,41.78,6.39,0,Wisconsin
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,54,37,5,0,Louisiana
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,49,41,5,0,Tennessee
,51,.025203,32,0,Illinois
http://www.reuters.com/statesofthenation/,44.89,47.57,0,0,Pennsylvania
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,35,49,10,0,New Hampshire
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,37,53,4,0,New Jersey
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48,41,7,0,Missouri
https://datastudio.google.com/u/0/,39.6,35.52,5.85,0,North Carolina
http://reuters.com/statesofthenation/,48.01,34.02,0,0,South Dakota
http://www.rasmussenreports.com/public_content/politics/elections/election_2016/nevada/election_2016_nevada_president,42,39,11,0,Nevada
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48,37,10,0,Missouri
http://opinionsavvy.com/2016/09/30/poll-clinton-leads-by-1-in-fl/,46.3,46.6,3.9,0,Florida
https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,60,29,7,0,West Virginia
http://magellanstrategies.com/colorado-2016-presidential-voter-opinion-survey/,36,41,13,0,Colorado
http://apps.washingtonpost.com/g/page/politics/surveymonkey-15-state-poll/2103/,44,40,9,0,Nevada
http://www.reuters.com/statesofthenation/,37.14,53.13,0,0,New York
http://www.fox2detroit.com/news/local-news/214738676-story,41,47,6,0,Michigan
https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/z9xrsuzu2g/ForRelease_MI_20160717.pdf,39,42,5,0,Michigan
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,49,36,10,0,Kansas
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,29,60,5,0,Massachusetts
http://www.reuters.com/statesofthenation/,49.04,38.42,0,0,Indiana
http://www.reuters.com/statesofthenation/,30.1,53.73,0,0,New York
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,34,52,7,0,Washington
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47,41,6,0,Mississippi
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,25,51,9,0,Vermont
http://www.reuters.com/statesofthenation/,42.13,48.05,0,0,Virginia
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,46,43,5,0,South Carolina
http://www.reuters.com/statesofthenation/,51.46,35.5,0,0,Louisiana
https://datastudio.google.com/u/0/,21.25,58.06,1.81,0,District of Columbia
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,34,51,8,0,Illinois
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48,38,11,0,Montana
http://www.reuters.com/statesofthenation/,37.7,46.94,0,0,New Jersey
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,46,38,13,0,Alaska
http://www.13newsnow.com/news/politics/elections/clinton-holds-slight-lead-over-trump-in-hampton-u-poll/312505460,41,43,0,0,Virginia
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,34,54,4,0,New Jersey
http://www.reuters.com/statesofthenation/,52.39,38.4,0,0,Alabama
https://twitter.com/hwypol/status/764497782677790720,44,44,0,0,Indiana
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,51,35,8,0,Nebraska
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,35,51,7,0,Oregon
http://www.reuters.com/statesofthenation/,50.89,43.67,0,0,South Carolina
http://media.wix.com/ugd/3bebb2_dd659ad4faf34206969d7dbef07995e2.pdf,37,42,14,0,New Hampshire
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,46,37,14,0,Alaska
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,55,29,6,0,West Virginia
http://www.reuters.com/statesofthenation/,50.8,31.74,0,0,Montana
http://www.reuters.com/statesofthenation/,45.98,46.21,0,0,Ohio
http://www.reuters.com/statesofthenation/,52.23,39.04,0,0,Texas
http://www.reuters.com/statesofthenation/,32.36,44.14,0,0,Minnesota
https://datastudio.google.com/u/0/,29.67,38.59,6.51,0,Kansas
http://www.reuters.com/statesofthenation/,43.43,47.68,0,0,Nevada
http://www.cbsnews.com/news/poll-hillary-clinton-up-florida-new-hampshire-extends-lead-electoral-map/,45,41,5,0,Georgia
https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,35,49,11,0,New Hampshire
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,35,48,10,0,New Hampshire
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,44,43,9,0,Nevada
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,53,36,6,0,Alabama
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,34,52,9,0,Washington
https://datastudio.google.com/u/0/,28.62,43.94,4.76,0,New Jersey
https://datastudio.google.com/u/0/,43.68,33.15,5.4,0,Kentucky
http://www.reuters.com/statesofthenation/,52.7,34.43,0,0,Arkansas
https://datastudio.google.com/u/0/,45.11,29.2,5.4,0,South Carolina
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47,37,9,0,Iowa
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,44,41,9,0,Iowa
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,38,47,7,0,Maine
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,37,47,9,0,Minnesota
http://www.reuters.com/statesofthenation/,42.61,45.62,0,0,Iowa
https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,34,42,20,0,New Mexico
http://www.reuters.com/statesofthenation/,33.89,47.83,0,0,Delaware
http://www.reuters.com/statesofthenation/,49.09,39.31,0,0,Texas
http://www.reuters.com/statesofthenation/,51.27,36.08,0,0,Oklahoma
http://media.wix.com/ugd/3bebb2_865ec63b1c494be78da4af7d7834766c.pdf,43.4,42.5,9.8,0,Ohio
https://datastudio.google.com/u/0/,23.29,47.86,11.46,0,New Hampshire
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,48,41,6,0,Mississippi
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,52,37,5,0,Louisiana
http://www.reuters.com/statesofthenation/,39.21,45.11,0,0,New Hampshire
https://datastudio.google.com/u/0/,32.63,34.22,9.15,0,Iowa
https://datastudio.google.com/u/0/,33.37,40.38,7.17,0,Connecticut
http://www.reuters.com/statesofthenation/,35.11,51.28,0,0,New Mexico
https://datastudio.google.com/u/0/,41.53,17.11,10.23,0,North Dakota
http://www.reuters.com/statesofthenation/,41.86,45.38,0,0,Wisconsin
http://mprc.me/research/0916_presidential.pdf,36.7,37,11.1,0,Maine
http://www.reuters.com/statesofthenation/,34.83,52.56,0,0,Connecticut
https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,50,42,4,0,Mississippi
https://datastudio.google.com/u/0/,20.4,51.35,1.49,0,Hawaii
https://datastudio.google.com/u/0/,58.73,23.1,3.69,0,West Virginia
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,33,45,18,0,New Mexico
http://www.reuters.com/statesofthenation/,50.7,35.13,0,0,Idaho
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,37,47,9,0,Minnesota
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,58,27,6,0,West Virginia
https://datastudio.google.com/u/0/,28.45,41.18,5.07,0,Delaware
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,49,31,10,0,Idaho
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,47,39,11,0,Alaska
https://datastudio.google.com/u/0/,53.37,23.68,3.64,0,Alabama
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,52,27,18,0,South Dakota
https://datastudio.google.com/u/0/,23.55,47.73,5.83,0,Oregon
http://www.reuters.com/statesofthenation/,52.08,37.3,0,0,Mississippi
http://www.delawareonline.com/story/news/2016/07/27/tnj-poll-hillary-has-strong-delaware-support/87626276/,32,42,9,0,Delaware
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,33,30,7,0,26Utah
https://www.surveymonkey.com/elections/map?poll=sm-lv-cps,53,35,9,0,Indiana
https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,49,29,15,0,Idaho
http://www.reuters.com/statesofthenation/,25.36,57,0,0,Massachusetts
